Film,Year,Body_Count,MPAA_Rating,Genre,Director,Actors,Length_Minutes,IMDB_Rating
True Romance,1993,21,R,Crime|Thriller,Tony Scott,Christian Slater|Patricia Arquette|Dennis Hopper|Val Kilmer|Gary Oldman|Brad Pitt|Christopher Walken|Bronson Pinchot|Samuel L. Jackson|Michael Rapaport|Saul Rubinek|Conchata Ferrell|James Gandolfini|Anna Levine|Victor Argo|Paul Bates|Chris Penn|Tom Sizemore|Said Faraj|Gregory Sporleder|Maria Pitillo|Frank Adonis|Kevin Corrigan|Paul Ben-Victor|Michael Beach|Joe D'Angerio|John Bower|John Cenatiempo|Eric Allan Kramer|Patrick John Hurley|Dennis Garber|Scott Evers|Hilary Klym|Steve Gonzales|Laurence Mason|David Dean|April Freeman|Ed Lauter|Enzo Rossi|Nancy Young,120,8.0
Unbreakable,2000,4,PG-13,Drama|Mystery|Sci-Fi|Thriller,M. Night Shyamalan,Bruce Willis|Samuel L. Jackson|Robin Wright|Spencer Treat Clark|Charlayne Woodard|Eamonn Walker|Leslie Stefanson|Johnny Hiram Jamison|Michaelia Carroll|Bostin Christopher|Elizabeth Lawrence|Davis Duffield|Laura Regan|Chance Kelly|Michael Kelly|Firdous Bamji|Johanna Day|James Handy|Sally Parrish|Richard Council|Damian Young|Sherman Roberts|Whitney Sugarman|Dianne Cotten Murphy|M. Night Shyamalan|Sasha Neulinger|Jose L. Rodriguez|Samantha Savino|Ukee Washington|Susan Wilder|Greg Horos|Todd Berry|Angela Eckert|Anthony Lawton|Julia Yorks|John Patrick Amedori|John Rusk|Joey Hazinsky|Bill Rowe|Marc H. Glick|Kim Simms Thomas|Andrea Havens|Gina Allegro|J.R. Ashton|Gary Beck|Anthony Bosco|Bob Bowersox|Robert Randolph Caton|Chrismandu|Antonio Costa|Jennifer Hale|Natalie Hultman|Rick Kain|Greg Korin|Mark Kratzer|Lon Lawson|Bryce Lenon|Erin Lulevitch|Christina Mahon|John B. Mueller|Sean Oliver|Joey Perillo|Lisa Pickell|Mark Poulton|Mark Pricskett|Wayne Pyle|Vincent Riviezzo|David C. Roehm Sr.|Jonathan Sachar|Cue Shepherd|Rita Soto|Tamara Walker|Sonya Wallace|John Wrot!,106,7.2
Under Siege,1992,65,R,Action|Thriller,Andrew Davis,Steven Seagal|Tommy Lee Jones|Gary Busey|Erika Eleniak|Colm Meaney|Patrick O'Neal|Andy Romano|Nick Mancuso|Damian Chapa|Troy Evans|David McKnight|Lee Hinton|Glenn Morshower|Leo Alexander|John Rottger|Brad Rea|Michael Welden|Bernie Casey|Rickey Pierre|Raymond Cruz|Duane Davis|Eddie Bo Smith Jr.|Richard Andrew Jones|Tom Reynolds|Tom Muzila|Kirk Burroughs|George Cheung|Jim Chimento|Craig Dunn|Daniel Dupont|Frank Ferrara|Adam James|Michael Gaylord James|Miguel Nino|David Webster|Gene Barge|Tony Brown|Hiram Bullock|Chris 'Hambone' Cameron|Richard Davis|Tad Robinson|Wendall Wayne Stewart|Tom Wood|Jerome Wiggins|Joseph F. Kosala|Ousaun Elam|Peewee Piemonte|Daniel H. Friedman|Gregory G. Stump|David U. Hodges|Bruce Bozzi|Craig Pinkard|Sandy Ward|Conrad E. Palmisano|Luis J. Silva|Michael Des Barres|Nate Robinson|Gary Gardner|Dru Anne Carlson|Ralph Wesley Carey|Joseph R. John|Dennis Lipscomb|Dale Dye|Robert Nichols|E. Daniel Corte Jr.|Don Marsh|Jamie Avera|Barbara Bush|George Bush|Dick Cheney|Bennett Wayne Dean Sr.|Craig Deroche|Edmund Druilhet|Tom Druilhet|Kamel Krifa|John Laughlin|Robert D. Parham|Michael Sansom|Kevin Wayne,103,6.4
Under Siege 2: Dark Territory,1995,47,R,Action|Thriller,Geoff Murphy,Steven Seagal|Eric Bogosian|Everett McGill|Katherine Heigl|Morris Chestnut|Peter Greene|Patrick Kilpatrick|Scott Sowers|Afifi Alaouie|Andy Romano|Brenda Bakke|Sandra Taylor|Jonathan Banks|David Gianopoulos|Royce D. Applegate|Nick Mancuso|Christopher Darga|Don Blakely|Dale Dye|James Clark|Stan Garner|Silan Smith|Rick Wiles|Kurtwood Smith|Denis L. Stewart|Jim Dirker|Todd O. Russell|Warren Tabata|Julius R. Nasso|Phyllis Davis|James V. Caciola|Ginger Lewis|Greg Collins|Ken Vieira|Wren T. Brown|D.C. Douglas|Thom Adcox-Hernandez|Catherine MacNeal|Frank Roman|Al Sapienza|Jennifer Starr|Ping Wu|Steve Abbott|Anthony Backman|Henry Kingi|Ted Shred,100,5.3
Underworld,2003,58,R,Action|Fantasy|Thriller,Len Wiseman,Kate Beckinsale|Scott Speedman|Michael Sheen|Shane Brolly|Bill Nighy|Erwin Leder|Sophia Myles|Robbie Gee|Wentworth Miller|Kevin Grevioux|Zita Görög|Dennis J. Kozeluh|Scott McElroy|Todd Schneider|Sándor Bolla|Hank Amos|Zsuzsa Barsi|Richard Cetrone|Mike Mukatis|Sándor Boros|János Oláh|Andreas Patton|Danny McBride|Jázmin Dammak|Atilla Pinke|Judit Kuchta|Vanessa Nagy|Ildikó Kovács|Brian Steele|Kurt Carley|Rana Morrison|Zoltan Papp,121,7.0
Underworld: Evolution,2006,75,R,Action|Fantasy|Sci-Fi|Thriller,Len Wiseman,Kate Beckinsale|Scott Speedman|Tony Curran|Derek Jacobi|Bill Nighy|Steven Mackintosh|Shane Brolly|Brian Steele|Zita Görög|Scott McElroy|John Mann|Michael Sheen|Sophia Myles|Richard Cetrone|Mike Mukatis|Christine Danielle|Kaja Gjesdal|Attila Lovaghy|Alexander Grant|Monica Hamburg|Lily Mo Sheen|Andrew Kavadas|Kayla Levins|Michael O'Shea|Raoul Ganeev|Dany Papineau|Sean Rogerson|Adrian Hough|Michasha Armstrong|Julius Chapple|Kurt Carley|Christopher R. Sumpton|Trevor Beeby|Colin Decker|Sean Millington|Travis Webster,106,6.7
Universal Soldier,1992,47,R,Action|Drama|Sci-Fi,Roland Emmerich,Jean-Claude Van Damme|Dolph Lundgren|Ally Walker|Ed O'Ross|Jerry Orbach|Leon Rippy|Tico Wells|Ralf Moeller|Robert Trebor|Gene Davis|Drew Snyder|Tommy 'Tiny' Lister|Simon Rhee|Eric Norris|Michael Winther|Joseph Malone|Rance Howard|Lilyan Chauvin|Monty Laird|Joanne Baron|Lupe Ontiveros|Jack Moore|John Storey|Bradford Bancroft|Thomas Rosales Jr.|Trini Tran|Tai Thai|Rachel Wagner|Brandon Lambdin|Ned Bellamy|Paul Raczkowski|Daniel Demorest|Tanner Gill|Eddie Braun|Walter Robles|Jophery C. Brown|Donna Hardy|Leon Delaney|George Fisher|David Efron|Myron L. Lapka|David DiGregorio|Rhino Michaels|R.D. Carpenter|Duane Davis|Shane Dixon|Joel Kramer|Rodd Wolff|Leilani Jones|Mike Rauseo|Stephen Wolfe Smith|Tom Taglang|Michael Jai White|John Anthony D'Angelo|Roger B. Ellsworth|Matt Thomas|Mirron E. Willis| Al Wyatt Jr.|Allan Graf|Kamel Krifa|John DeMita|Jill Jaress|Michael Burnett|Floyd Goodat|Mark Hanson|Billy D. Lucas|Richard Nixon|Raymond Rivera|Kristopher Van Varenberg,102,5.9
The Usual Suspects,1995,39,R,Crime|Mystery|Thriller,Bryan Singer,Stephen Baldwin|Gabriel Byrne|Benicio Del Toro|Kevin Pollak|Kevin Spacey|Chazz Palminteri|Pete Postlethwaite|Giancarlo Esposito|Suzy Amis|Dan Hedaya|Paul Bartel|Carl Bressler|Phillipe Simon|Jack Shearer|Christine Estabrook|Clark Gregg|Morgan Hunter|Ken Daly|Michelle Clunie|Louis Lombardi|Frank Medrano|Ron Gilbert|Vito D'Ambrosio|Gene Lythgow|Bob Elmore|David Powledge|Bob Pennetta|Billy Bates|Smadar Hanson|Castulo Guerra|Peter Rocca|Bert Williams|Jaime H. Campos|John Gillespie|Peter Greene|Michael McKay|Christopher McQuarrie|Scott B. Morgan|Mike Nyman|Grace Sinden,106,8.7
V for Vendetta,2005,59,R,Action|Sci-Fi|Thriller,James McTeigue,Natalie Portman|Hugo Weaving|Stephen Rea|Stephen Fry|John Hurt|Tim Pigott-Smith|Rupert Graves|Roger Allam|Ben Miles|Sinéad Cusack|Natasha Wightman|John Standing|Eddie Marsan|Clive Ashborn|Emma Field-Rayner|Ian Burfield|Mark Phoenix|Alister Mazzotti|Billie Cook|Guy Henry|Cosima Shaw|Megan Gay|Roderic Culver|Tara Hacking|Andy Rashleigh|Chad Stahelski|Antje Rau|Amelda Brown|Richard Campbell|Patricia Gannon|Mark Longhurst|Simon Holmes|Charles Cork|John Ringham|Oliver Bradshaw|Jack Schouten|Caoimhe Murdock|Juliet Howland|Brin Rosser|Raife Patrick Burchell|Joseph Rye|Adrian Finighan|Malcolm Sinclair|Bradley Steve Ford|Madeleine Rakic-Platt|Selina Giles|Carsten Hayes|Derek Hutchinson|Martin Savage|Grant Burgin|Greg Donaldson|Imogen Poots|Jason Griffiths|Laura Greenwood|Kyra Meyer|Paul Antony-Barber|Anna Farnworth|Mary Stockley|Simon Newby|David Merheb|Daniel Donaldson|Dulcie Smart|Ben Posener|Ian T. Dickinson|Sophia New|Julie Brown|Gerard Gilroy|Eamon Geoghegan|Matthew Bates|David Leitch|Matt Wilkinson|Martin McGlade|Richard Laing|Michael Simkins|William Tapley|Lee Asquith-Coe|Andy Callaghan|Tony Cook|Nicolas de Pruyssenaere|David Decio|Christopher Fosh|Gordon Gram|Rogan Grant|David Hood|Keith How|Forbes KB|Edsel Kragg|Mathis Landwehr|João Costa Menezes|Jason Oettle|Norman Campbell Rees|Peter Ryder|Wolfgang Stegemann|Jonas von Lingen|Chris Wilson,132,8.2
Valkyrie,2008,18,PG-13,Drama|History|Thriller|War,Bryan Singer,Tom Cruise|Kenneth Branagh|Bill Nighy|Tom Wilkinson|Carice van Houten|Thomas Kretschmann|Terence Stamp|Eddie Izzard|Kevin McNally|Christian Berkel|Jamie Parker|David Bamber|Tom Hollander|David Schofield|Kenneth Cranham|Halina Reijn|Werner Daehn|Harvey Friedman|Matthias Schweighöfer|Waldemar Kobus|Florian Panzner|Ian McNeice|Danny Webb|Chris Larkin|Matthew Burton|Philipp von Schulthess|Wotan Wilke Möhring|Christian Oliver|Bernard Hill|Julian Morris|Helmut Stauss|Tim Williams|Karl Alexander Seidel|Timo Huber|Justus Kammerer|Annika Becker|Marie Becker|Katharine Mehrling|Andy Gatjen|Achim Buch|Manfred-Anton Algrang|Matthias Freihof|Gerhard Haase-Hindenberg|Jon Collin Barclay|Matthias Ziesing|Tom Wlaschiha|Carsten Voigt|O'Shea Miles|Anna Holmes|Michael Schumacher|Niklas Bardeli|Christoph Förster|Andre Schwedt|Isabella Drischel|Max Urlacher|Justin Beard|Tilmann von Blomberg|Karsten Mielke|Jason Barry|Joel Bryant|Mike Dunn|Wolfgang Grossmann|Michael Ihnow|Efka Kvaraciejus|Kyle Leatherberry|Jacob Newton|Dylan Saccoccio|Gubbi Sigurdsson|Sean Velie|Nicolas Walier,121,7.1
Vampires: The Turning,2005,53,R,Action|Horror|Thriller,Marty Weiss,Colin Egglesfield|Stephanie Chao|Roger Yuan|Patrick Bauchau|Dom Hetrakul|Meredith Monroe|Nophand Boonyai|Jarun Petchjaren|Chakapan Ponyong|Panu Niamchompoo|Sira Kuankaew|Arucchaporn Satesh|Kamonmarn Chuachai|Kasama Nissaipan|Sakon Palvanichakul|Tharinee Songkiatthana|David Ismalone|Komkrib Wongpiroug|Naraekorn Chuay-Ngarn|Chumphae Chuchuen|Arkanay Boonsong|Wichian Seeyongyod|Kochakorn Wongkitisopon|Sombut Wanatanom|Boonma Lompol|Pongdes Meekela|Nares Mansee|Surasak Srirattana|Supichai Khonjan|Narongsak Thongmee|Srisa Sonthirod|Pailin Putta|Ruedej Ladphanna|Suksun Hongwongpaisan|Don Thai Theerathada,84,3.3
Versus,2000,127,R,Action|Fantasy|Horror,Ryûhei Kitamura,Tak Sakaguchi|Hideo Sakaki|Chieko Misaka|Kenji Matsuda|Yuichiro Arai|Minoru Matsumoto|Kazuhito Ohba|Takehiro Katayama|Ayumi Yoshihara|Shôichirô Masumoto|Toshiro Kamiaka|Yukihito Tanikado|Hoshimi Asai|Ryosuke Watabe|Motonari Komiya|Reika Kirishima,119,6.6
Videodrome,1983,8,,Horror|Sci-Fi,David Cronenberg,James Woods|Sonja Smits|Deborah Harry|Peter Dvorsky|Leslie Carlson|Jack Creley|Lynne Gorman|Julie Khaner|Reiner Schwartz|David Bolt|Lally Cadeau|Henry Gomez|Harvey Chao|David Tsubouchi|Kay Hawtrey|Sam Malkin|Bob Church|Jayne Eastwood|Franciszka Hedland|David Cronenberg,87,7.3
A View to a Kill,1985,37,,Action|Adventure|Crime|Thriller,John Glen,Roger Moore|Christopher Walken|Tanya Roberts|Grace Jones|Patrick Macnee|Patrick Bauchau|David Yip|Fiona Fullerton|Manning Redwood|Alison Doody|Willoughby Gray|Desmond Llewelyn|Robert Brown|Lois Maxwell|Walter Gotell|Geoffrey Keen|Jean Rougerie|Daniel Benzali|Bogdan Kominowski|Papillon Soo|Mary Stavin|Dominique Risbourg|Carole Ashby|Anthony Chinn|Lucien Jérôme|Joe Flood|Gérard Buhr|Dolph Lundgren|Tony Sibbald|Bill Ackridge|Ron Tarr|Taylor McAuley|Peter Ensor|Seva Novgorodtsev|Sian Adey-Jones|Caroline Hallett|Nike Clark|Paula Thomas|Gloria Douse|Lou-Anne Ronchi|Elke Ritschel|Mayako Torigai|Maud Adams|Celine Cawley|Helen Clitherow|Tim Condren|Clive Curtis|Deborah Hanna|Kit Hillier|Terri Johns|Karen Loughlin|Derek Lyons|Robert Ian Mackenzie|Roland Malet|Patricia Martínez|Kim Ashfield Norton|Doug Robinson|Terry Sach|Suzanne Saunders|Jane Spencer|Michael G. Wilson|Steven Zax,131,6.3
Waist Deep,2006,6,R,Action|Crime|Drama|Thriller,Vondie Curtis-Hall,Tyrese Gibson|Shawn Parr|Henry Hunter Hall|Johnny C. Pruitt|Meagan Good|Darris Love|Larenz Tate|William Duffy|Game|Kimora Lee Simmons|Wil E. Young|DeWayne Turrentine Jr.|Wade Allain-Marcus|Paul Terrell Clayton|Ray Bengston|Earl Minfield|Dagmar Stansova|Kasi Lemmons|Laura Miro|Thommy Abate|Dawn Reavis|Dylan Tays|Yolanda Whittaker|Julio Gonzalez|Michael Eric Dyson|Misty Alli|Cecelia Antoinette|Erik Betts|Christopher Carrington|Julius Denem|Johnny Drocco|Aldo Gonzalez|Vernon Hawthorne|Farley Jackson|Jensen LeFlore|Sean Anthony Moran|Carolena Sabah|Don Salmon|Schatar Sapphira|Michelle Stevenson,97,5.9
Walk Hard: The Dewey Cox Story,2007,5,R,Comedy|Drama|Music,Jake Kasdan,Nat Faxon|John C. Reilly|Tim Meadows|Conner Rayburn|Chip Hormess|Raymond J. Barry|Terrence Beasor|Margo Martindale|Honeyboy Edwards|Gerry Black|Aron Johnson|Jack Donovan Saperstein|Taylor Hubert|Christopher Hurt|Matt Price|John Maynard|E.J. Callahan|Rance Howard|Kristen Wiig|Craig Robinson|Paul Bates|Patrick Faucette|Harold Ramis|Philip Rosenthal|Martin Starr|Oscar Dillon|Chris Parnell|Matt Besser|Jack McBrayer|Molly C. Quinn|John Ennis|Frankie Muniz|Ed Helms|Jack White|Angela Little|Odette Annable|Tyler Nilson|Jenna Fischer|Deanna Brooks|Ian Roberts|Steve Bannos|Willow Geer|David Doty|Jack Kehler|Gerry Bednob|David Krumholtz|Tim Bagley|Jane Lynch|Skyler Gisondo|Kshitij Pendurkar|Simon Helberg|Jacques Slade|Danica Rozelle|Lurie Poston|Maggie Mannion|Jackson Browne|Jewel Kilcher|Lyle Lovett|Stacey Scowley|Ajla Hodzic|Ghostface Killah|Otis Williams|Ron Tyson|Terry Weeks|Joe Herndon|Bruce Williamson|Eddie Vedder|AJ Abaya|Don Abernathy|Patrick J. Adams|Robert Amjarv|Marie Antoinette|George Anton|Shelley Appelbaum|Michael William Arnold|Isabella Astor|Christopher Ausburn|Laila Ayad|Caleb Babcock|Katrina Baker|Sydney Hope Banner|Jay Bird|Rian Bishop|Jack Black|Clement Blake|Chris Blount|Ian Bodell|David Burrus|D.T. Carney|Paula Christensen|John D. Crawford|Madison Cruz|Jen Curci|Marty Dew|Aubrey Dickinson|Sally Digirolamo|Johnny Drocco|Olivia Taylor Dudley|Patrick Duffy|Jayne Eastwood|Bob Emmet|David Miguel Estrada|Morgan Fairchild|Sommer Fehmel|Paul Feig|Amy Ferguson|Jennie Ford|Monica Ford|Gregory George Frank|London Freeman|Geoffrey Gould|Danielle E. Hawkins|Amber Hay|Adam Herschman|Hedwig Herzog|John Michael Higgins|Jonah Hill|Neil Ironfield|Steve Janousek|Norma Jean|Dave Johnson|Gleb Kaminer|Stephanie Katz|Scarlett Keegan|Cheryl Ladd|Frederick Lawrence|Amanda Leak|Gregg Lee|Lisa Mason Lee|Rae Sunshine Lee|Hannah Leigh|Justin Long|Amy Main|Frances Manzo|Devinna Marcelina|Samantha Mason|Oscar McFarlane|Rosalie Miller|Talia Montgomery|Dawn Morrow|Kazu Nagahama|Sarah Christine Pletcher|Chris Rossi|Paul Rudd|Franklin Ruehl|Kayla Sanders|Alif Sankey|Jason Schwartzman|Julia Stephens|Shane Stephenson|Tony Swift|Serria Tawan|Cheryl Tiegs|Christina Trevino|Briana Venskus|Madison Victoria|Christian Vincent|Haleigh Ward|George F. Watson|Jacob White|Debbie Yeh|Waneeki Yokomee-Fung|Maria Zambrana|Rowena Zirbel,96,6.7
Walking Tall,2004,6,PG-13,Action|Crime,Kevin Bray,Michael Bowen|Johnny Knoxville|Dwayne Johnson|Neal McDonough|Ashley Scott|John Beasley|Barbara Tarbuck|Kristen Wilson|Khleo Thomas|Kevin Durand|Andrew Tarbet|Patrick Gallagher|John Stewart|Eric Breker|Ryan Robbins|Michael Adamthwaite|Darcy Laurie|Fred Keating|Ben Cardinal|Kett Turton|Terence Kelly|Tom Scholte|Mark Houghton|James Ashcroft|Eric Keenleyside|Aaron Douglas|Michael Soltis|April Telek|Sandra Steier|Ben Cotton|Cobie Smulders|Chelsie Amber McEachnie|Kaja Gjesdal|Melody Cherpaw|Alana Drozduke|Sandra Higueras|Ty Olsson|Ana Mirkovic|David Purvis|Beverley Elliott|Rita Edwards|Sarah Smith|Douglas Sheridan|Katina Robillard|Jacqueline Stewart|Artine Brown|Sandra-Jessica Couturier|Mike Dopud|Levi Woods,86,6.2
War,2007,97,R,Action|Crime|Thriller,Philip G. Atwell,Jet Li|Jason Statham|John Lone|Devon Aoki|Luis Guzmán|Saul Rubinek|Ryo Ishibashi|Sung Kang|Mathew St. Patrick|Nadine Velazquez|Andrea Roth|Mark Cheng|Kane Kosugi|Kennedy Montano|Terry Chen|Steph Song|Annika Foo|Nicholas Elia|Kenneth Choi|Eric Keenleyside|Paul Jarrett|Johnson Phan|Jung-Yul Kim|Hiro Kanagawa|Wilken Yam|Aaron Au|Mark Louie|Jennifer Chung|Lucy Lu|Randy Lee|Derek Lowe|John Novak|Don Lew|Warren Takeuchi|Nels Lennarson|Peter Shinkoda|Meghan Flather|Thi Tran|Mitchell A. Lee Yuen|Brian Ho|Larry Lam|Nadia Farès|Aaron Pearl|Timothy Paul Perez|Allan Lysell|Shawn Stewart|Dario Delacio|Brett Chan|Takashi Kanamori|Paulina Bui|Angela Fong|Stephanie Poon|Lauro Chartrand|Ildiko Ferenczi|John Dylan Louie|Johnpaul Williams|Li Xing,103,6.2
War Inc.,2008,73,R,Action|Comedy|Thriller,Joshua Seftel,John Cusack|Hilary Duff|Marisa Tomei|Joan Cusack|Dan Aykroyd|Sergej Trifunovic|Ned Bellamy|John McLaughlin|Montel Williams|Ben Kingsley|Lyubomir Neikov|Nikolay Stanoev|George Zlatarev|Bashar Rahal|Velislav Pavlov|Zahary Baharov|Doug Dearth|Bill Cusack|Ben Cross|Mark Roper|Andrey Slabakov|Joost Scholte|Ryan Spike Dauner|Velizar Binev|Davorka Tovilo|James Graves|Troy Rowland|Rachel O'Meara|Sandy Schklair|Nick Harvey|Itai Diakov|Stanimir Stamatov|Georgi Gatzov|Mark Johnson|Krassimir Simeonov|Velizar Peev|Shirly Brener|Katerina Grableva|Sergio Buenrostro|Alex Brown|Attia Hosni Attia|Ivo Kehayov|Teodor Tsolov|Lina Miyahara|Daniela Dancheva|Gary Roper|Lea Rosen|Ani Petrovska|Maximus|Nenko Genov,107,5.7
War of the Worlds,2005,52,PG-13,Adventure|Sci-Fi|Thriller,Steven Spielberg,Tom Cruise|Dakota Fanning|Miranda Otto|Justin Chatwin|Tim Robbins|Rick Gonzalez|Yul Vazquez|Lenny Venito|Lisa Ann Walter|Ann Robinson|Gene Barry|David Alan Basche|Roz Abrams|Michael Brownlee|Camillia Sanes Monet|Marlon Young|John Eddins|Peter Gerety|David Harbour|Miguel Antonio Ferrer|January LaVoy|Stephen Gevedon|Julie White|Marianne Ebert|Rafael Sardina|Amy Ryan|Ed Vassallo|Michael Arthur|Danny Hoch|Sharrieff Pugh|Erika LaVonn|Christopher Evan Welch|John Michael Bolger|Omar Jermaine|Robert Cicchini|Jim Hanna|Tracy Howe|Adam Lazarre-White|Vito D'Ambrosio|Laura Zoe Quist|Ana Maria Quintana|Lorelei Llee|Mark Manley|John Scurti|Becky Ann Baker|Mariann Mayberry|Ty Simpkins|Jerry Walsh|Tommy Guiffre|Daniel Franzese|Ed Schiff|Ellen Barry|Amy Hohn|Dan Ziskie|David Conley|Daniel Eric Gold|Booker T. Washington|Maggie Lacey|Eric Zuckerman|Daniel A. Jacobs|Asha R. Nanavati|Joaquin Perez-Campbell|Dendrie Taylor|James DuMont|Travis Aaron Wade|Benjamin Ciaramello|Ricky Luna|Columbus Short|Kent Faulcon|Kevin Collins|Terry Thomas|Clay Bringhurst|Jorge-Luis Pallo|Suanne Spoke|Kirsten Nelson|Melody Garrett|Lauri Johnson|Takayo Fischer|Shanna Collins|Elizabeth Jayne Hong|Art Chudabala|Jeffrey Hutchinson|Dempsey Pappion|Chris Todd|Johnny Kastl|Juan Carlos Hernández|Bruce W. Derdoski Jr.|John N. Morales|Morgan Freeman|Dustin Ardine|Tom Kenny|Lisa Sample|Amir Allak|Chad O. Allen|Peter Appleseed|Alan Kemper Armani|Cass Asher|Claudia Barroso|Gerald Blakey|David Blanc|James Boss|Felix J. Boyle|J.J. Brewer|Paul Bunnell|David Campbell|Josef Cannon|April Crisafulli|Stella Croxon|Robert DaGasta|Ambi Daniel|Crystal Dawne|Joseph DeBona|Geoffrey DeMarsh|Zachary DeMarsh|Martin Dew|Matt DeWinkeleer|Aaron Dewitt|Ed Easterling|Sherman T. Edwards Jr.|Tom Faulkner|Robert Feeley|Pamela Fischer|George Fisher|Charles 'Chaz' Galuski|Alan Gary|David Gere|Chuck Gerena|Christopher Gilbertson|Jennifer Glasgow|Phillip Gramm|Dave Harrington|Takako Haywood|Christy Lee Hughes|Dalon Huntington|Marc A. Hutchins|Angie Jaree|Anthony Jennings|Freddie Johnson|Ingrid Johnson|Janis Jones|Vladislav Kozlov|Bocker T Labradoodle|Dustin LaValley|Angel Lebon|William Todd Levinson|Laura Lyman|Robert Mancino|Ed Mantell|Michael Markiewicz|Sean Marrinan|Nick Mastromarco|Riley G. Matthews Jr.|Robin McGee|Tanda Mercer|Emily Nilsen|Scott Norris|Robert O'Connor|Fred Ortiz|A.J. Presley|Angel Princess|Bill Richards|Rachelle Roderick|Cory Rodriguez|Dannielle Rose|Michalina Scorzelli|Nicole Signore|Athena Stamos|Tracy Lee Staton|Joseph Benjamin Stewart|Channing Tatum|Patrick Tierney|Johnny Torres|Mark Valinsky|Michael Waldron|Michael Kevin Walker|Terry Ward|Stacy Ann Wilkins|Mike Yedwab,116,6.5
Wasabi,2001,22,R,Action|Drama|Comedy|Crime|Thriller,Gérard Krawczyk,Jean Reno|Ryôko Hirosue|Michel Muller|Carole Bouquet|Yoshi Oida|Christian Sinniger|Alexandre Brik|Jean-Marc Montalto|Véronique Balme|Fabio Zenoni|Haruhiko Hirata|Michel Scourneau|Jacques Bondoux|Osamu Tsuruya|Akihiko Nishida|Anthony Decadi|Yan Epstein|Ludovic Berthillot|Elodie Frenck|Dorothée Brière|Stefan Nelet|Karine Stoffer|Yuki Sakai|Massaro Nagahishi|Makiko Kishi|Kinshiro Oyama|Kiyohiko Shibukawa|Hiroko Maki|Tomo Fukui|Kazumasa Seki|Seiji Mori|Syuntarou Date|Furuo Geiri|Tenmei Basara|Kei Kagaya|Toshihiro Ogura|Koukhi Itagaki|Kiyoshi Iwata|Koushirou Honda|Ukon Urota|Touru Edomatsu|Hiroshi Urushiyama|Kazuoki Takahashi|Hiroyuki Ootsuki|Kouji Toyota|Lukas Delcourt|Junko Murakami|Takashi Ishii,94,6.6
The Way of the Gun,2000,18,R,Action|Crime|Drama|Thriller,Christopher McQuarrie,Ryan Phillippe|Benicio Del Toro|Juliette Lewis|Taye Diggs|Nicky Katt|Geoffrey Lewis|Dylan Kussman|Scott Wilson|Kristin Lehman|James Caan|Henry Griffin|Armando Guerrero|Andres Orozco|Jan Hanks|José Pérez|Neil Pollock|Irene Santiago|Sarah Silverman|James Coffey|Mark Ebner|Paul Angel Flores|Heidi Van Lier,119,6.7
We Were Soldiers,2002,305,R,Action|Drama|History|War,Randall Wallace,Mel Gibson|Madeleine Stowe|Greg Kinnear|Sam Elliott|Chris Klein|Keri Russell|Barry Pepper|Duong Don|Ryan Hurst|Robert Bagnell|Marc Blucas|Josh Daugherty|Jsu Garcia|Jon Hamm|Clark Gregg|Desmond Harrington|Blake Heron|Erik MacArthur|Dylan Walsh|Mark McCracken|Edwin 'EdVanz'd' Morrow|Brian Tee|Sloane Momsen|Bellamy Young|Simbi Khali|Jim Grimshaw|Forry Smith|Steven Nelson|Vincent Angell|Michael Tomlinson|Keith Szarabajka|Tim Abell|Patrick St. Esprit|Mike White|Daniel Roebuck|Maia Lien|Dan Beene|Taylor Momsen|Joshua McLaurin|Devon Werkheiser|Luke Benward|Billinjer C. Tran|Vien Hong|Joseph Tran|Joseph Hieu|Lam Nguyen|Diep Bui|Andrew Wallace|Nicholas Hosking|Michael Giordani|Shepard Koster|Kate Lombardi|Ingrid Semler|Jason Powell|Doug C. Cook|Sean Bunch|F. Lee Reynolds|Stephen Zapotoczny|Frank Kostenko Jr.|Ben Allison|Brian Carpenter|Chris Cate|George Cheung|Cliff Fleming|Brendan Ford|Kelli Franklin|Christian Gibson|Justin Gordon|Shannon M. Hart|Lyndon Johnson|Derrell Keith Lester|Will Klipstine|Matthew Lang|Danny Le Boyer|Matt Mangum|Johnny Nguyen|Randy Oglesby|Jonathan Parks Jordan|John Paul Rice|Keni Thomas|Phong Atwood Vo,138,7.1
Where Eagles Dare,1968,100,,Action|Adventure|War,Brian G. Hutton,Richard Burton|Clint Eastwood|Mary Ure|Patrick Wymark|Michael Hordern|Donald Houston|Peter Barkworth|William Squire|Robert Beatty|Brook Williams|Neil McCarthy|Vincent Ball|Anton Diffring|Ferdy Mayne|Derren Nesbitt|Victor Beaumont|Ingrid Pitt|Richard Beale|Ivor Dean|Guy Deghy|Jim Dowdall|Max Faulkner|Harry Fielder|John G. Heller|Lyn Kennington|Nigel Lambert|Olga Lowe|Ian McCulloch|Terence Mountain|Derek Newark|Anton Rodgers|Bill Sawyer|Jack Silk|Philip Stone|Jim Tyson|Ernst Walder,158,7.7
